Text	Label
recap and video of todays covid19 briefing from gov asa hutchinson and dr nate smith director of the arkansas department of health video health care worker dies from virus officials say nearly 2000 inmates to be reviewed for release	INFORMATIVE
currently all with fever dry cough r being treated as covid19 99 of them r subsequently tested positive for this virus now fast rewind few months when there ws no virus people wre getting fever cough due to weather change maybe its time to check the testing equipment	UNINFORMATIVE
right now everyone with a fever and dry cough is being treated as a covid19 case and 99 of them later test positive but go back a few months before the virus when people got fevers and coughs from weather changesmaybe its time to doublecheck the testing methods	UNINFORMATIVE
authorities said that semnan province 638k has become the focal point of #covidー19 for two consecutive days it does not appear in the report seemingly meaning number of new cases is zero it is very odd never seen new cases in a province being reported 0 twice in a row	INFORMATIVE
italys death rate from #covid19 is 11 in germany its 1 several main factors account for much of the difference were seeing and the biggest are simply how were counting as well as testing cases this is a mustread	UNINFORMATIVE
italys covid19 death rate is 11 while in germany its just 1 several key factors explain much of this difference with the biggest being how we count and test for cases this is a mustread	UNINFORMATIVE
san diego county officials expecting two cruise ships to arrive with thousands of travelers all passengers and crew healthy no #coronavirus completed quarantine at sea	UNINFORMATIVE
san diego county officials anticipate two cruise ships arriving with thousands of travelers all passengers and crew are healthy have no #coronavirus and completed quarantine at sea	UNINFORMATIVE
australias confirmed #covid19aus cases are doubling every 3 days at this rate australia will have apx 170000 cases by easter 34k needing 20 of #covid_19 cases are severe 5780 dead 34 die apx by easter #flattenthecurve #stayathome #covid19aus	UNINFORMATIVE
transcosmos a major bpo in japan reveals one of the staff working at tama in tokyo was infected contact centers need extra care not only in technical areas but also the work environment and health conditions of the staff #cctr #japan #covid19 #coronavirus #コールセンター	INFORMATIVE
family of coronavirus victim issues warning to skeptics as twin mom tragically passes away	INFORMATIVE
christian music icon sandi patty shares her coronavirus diagnosis through heartfelt prayers celebrating an incredible career spanning 30 years with 5 grammy wins and 39 dove music awardstruly the voice of christian music and my alltime favorite	UNINFORMATIVE
indeed and for example many of doctors over 50 already and 100s nurses etc in italy whove died from #coronavirus have been relatively young immuno compromised people of any age also highly vulnerable	INFORMATIVE
in fact many doctors over 50 and hundreds of nurses in italy who have died from #coronavirus were relatively young and immunocompromised individuals of any age remain highly vulnerable	INFORMATIVE
if you live in calgary and have gone to the sagehill or creekside atb you should call 811 an infected employee was at both locations #covid19	INFORMATIVE
if youre in calgary and visited the sagehill or creekside atb branches you should contact 811 as an infected worker was present at both spots #covid19	INFORMATIVE
there are thousands on the cruise ship grand princess outside of sam fran itd just been in hawaii lots of americans on board 21 ppl positive for covid19 trump wants to keep them at sea though that did not work for the dp ship in japan possibly led to hundreds more cases	INFORMATIVE
1843 free speech china 50 cent party surveilled citizens work w ccp to spread propaganda li wenliang doctor whistleblower died from #covid19 after trying to warn the world 95 infection reduction rate if he wasnt silenced #freedomofspeech	UNINFORMATIVE
in 1843 free speech in china was undermined as the 50 cent party monitored citizens who collaborated with the ccp to promote propaganda dr li wenliang a whistleblower died from #covid19 after attempting to alert the world there could have been a 95 reduction in infections if he hadnt been silenced #freedomofspeech	UNINFORMATIVE
bitsy says my human has been on hold for 90 minutes with a coronavirus nurse linedoctors arent seeing sick patients right now shes had a bad cough for weeks and nothings helped tested negative for flu #wherearethetestkits #catquarantine	UNINFORMATIVE
wuhan where the first covid19 case was detected and overcome within a month shows incredible resilience but if such a virus falls into the hands of terrorists it could spell disaster for humanity leaving wealth behind as we face extinction	UNINFORMATIVE
in the nhs digital data update for the week ending 27 march 539 deaths registered in week 13 mentioned novel coronavirus covid19 accounting for 48 of all deaths this compares to 103 deaths or 10 of all deaths in the previous week	INFORMATIVE
a doctor friend just told me that ghanas actual covid19 cases arent 19its actually 32 and theyre about to make it official	INFORMATIVE
raymond p kenny the head of nj transits rail operations has passed away due to complications from covid19 kenny who was named senior vice president and general manager of rail operations last year was 69 years old	INFORMATIVE
this paper has several major problems first only 13 of the children had confirmed covid 19 the majority did not second we are not given any information about whether the children had underlying comorbidities prematurity cardiac disease neurologic disease cancer 3 uninformative 1246029610913062912 avengers mobilized with a combat force from the justice league doom their mission is to go to jupiter and collect dna samples from aliens as possible cure for covid19 and search for possible life habitation world leaders believe that earth could die soon #coronaviruspandemic uninformative 1246689023306780673 i was wondering about the collective memory loss on cuomos rather callous approach to #nyclockdown i remember reading it after the bay area had already implemented a stay in place order wondering wtf the ny governor was thinking given #covid19 he resisted people died uninformative 1248789551381753857 if kenny dalglish can survive managing christian poulsen and paul konchesky coronavirus doesnt stand a chance hope kenny gets a speedy recovery #ynwa informative 1245867803338395651 45 min to #healthyfaith chat lets talk about which of your core values has increased in your mind in light of the coronavirus pandemic and the greater chance of death coming sooner for you or your loved ones #rt tonight 6p pt 9p et public welcome join dr bill nichols uninformative 1244441848736669697 bahraini woman 51 becomes second covid19 casualty in country the daily tribune kingdom of bahrain news of bahrain dt news informative 1241860534393278464 dear fellow #ontarians the more you test the more you find both bc ab appear to have higher per capita #covid19 cases than #on but that says more about ons lower testing rate than anything else 13 or 15 the tests btw countries testing most flatten the curve most uninformative 1241403732501450756 officials at butler health system confirmed its first patient with presumed positive results for the novel coronavirus that causes covid19 illness in a statement release saturday afternoon informative 1250030796813017088 case growth since 0550 april 6th as at 0600 april 14th uk 85 usa 73 canada 61 netherlands 49 germany 30 italy 24 austria 16 #covid19 uninformative 1241664761785462789 look how fast the us went from ahh its nothing to third highest coronavirus cases globally lol within a week uninformative 1241408996218634241 as europes governments ramp up already draconian restrictions to curb the coronavirus authorities in rome on friday announced 5986 new cases and a record 627 new deaths raising the totals to 47021 infections and 4032 fatalities informative 1245856217647337472 the world health organization who has warned that the cases of coronavirus could get to 1 million globally according to the directorgeneral of who dr tedros ghebreyesuseven though relatively lower numbers of confirmed covid19 cases have uninformative 1236152437746077697 facebook shuts down london offices after employee tests positive for #coronavirus the closure comes after an employee from fbs singapore officewho has been diagnosed with coronavirus visited the companys london premises #facebook #socialmedia #coronaviruschallenge #news informative 1245772364018671616 us is still topping the charts with #covid19 #covidー19 cases representing almost 25 of cases worldwide #trumpownseverydeath #trumpplague #trumpviruscoverup #trumpliesamericansdie this administrations poor pandemic response is becoming catastrophic uninformative 1236149735205068800 icymi chairperson of the management board of cowan house preparatory school andrew barnes says they are taking precautionary measures after one parent tested positive for coronavirus informative 1246659845362782210 3 montreal also reported a big jump in cases 424 but i would now like to address the issue of testing let us go back in time to march 9 this is when health minister danielle mccann held a news conference in montreal to announce the #covid19 screening clinics informative 1241359218344636418 eastern capeour neighbouring placeyet they were laughing at all those effected in sa with the #covid_19 #covid19insa i dont feel sorry for them having confirmed their first case of the virusthey never showed support but where bashing on twitter effected people it has arrived informative 1242394226668769287 exclusive the politicised science that nudge the the johnson government to safeguard the economy over british lives part 1 of my #covidー19 special investigation via uninformative 1247059713050570753 in a bid to speed up the screening of #covid_19 patients in punjab recording the highest number of cases the provincial govt has upgraded a bsl3 lab which provides medical facility of 2000 tests per day source govt of punjab #punjabcoronavirusupdate uninformative 1245886650690834434 according to this logic #kashmiripandits might have picked guns in 1990 and started killing all in #kashmir in todays times the way #tablighijamat #muslims using #coronavirus as bio weapon spitting and attacking on doctors who are there to protect and cure them then 1n uninformative 1236130102049730560 its not 75000 its 2500 trump is withholding distribution while also telling the cdc to withhold their permission for all covid19 tests for infected health workers right now there are tens of thousands of corona virus infections in the us trump withholds tests to lie	UNINFORMATIVE
this study has significant issues only 13 kids had confirmed covid19 most didnt also theres no data on preexisting conditions like prematurity heart disease neurological disorders or cancer in the children	UNINFORMATIVE
do people realise the daily covid19 deaths only represent the hospital deaths that were registered as covid19 20 of total it isnt just the covid19 registered deaths in care homes community thats missing the daily death total is 5 times higher 761 x 5 3805 today	INFORMATIVE
are people aware that the daily reported covid19 deaths only include hospital deaths officially registered as due to coronavirus thats just 20 of the total the numbers dont include care home or community deaths meaning the real daily death count could be five times higherlike todays 761 multiplied by five which equals 3805	INFORMATIVE
cab min gove told bbc that the prime minister was not on a ventilator but had received oxygen support gove later said he was selfisolating at home bc of a family member showing coronavirus symptoms gove said he was not displaying any symptoms and was continuing to work	UNINFORMATIVE
cab min gove informed the bbc that the prime minister wasnt on a ventilator but had received oxygen assistance gove later mentioned he was selfisolating at home due to a family member exhibiting coronavirus symptoms though he himself was not showing any and continued working	UNINFORMATIVE
im right there with youwe have one international student in the quarantine dome several others living with family members who tested positive for covid and a total class size of about 250 were trying to estimate that anywhere from 8 to 12 students could get sick in the next three weeks and were working on laying out options for them	UNINFORMATIVE
the #coronavirusmexico outbreak involves the grand princess cruise ship with around 2600 passengers and 1150 crew members potentially exposed or carrying the virus the ship visited several #mexico ports during february 1618 puerto vallarta jalisco manzanillo colima mazatlán sinaloa and cabo san lucas baja california	INFORMATIVE
this overlooks 1 5000 italian rugby fans permitted to fly in for a canceled match 2 cheltenham 3 citizens returning from known hotspots without quarantine and 4 testing and reporting of known cases #msm spin wont cover the failure of those who let the spread happen #covid_19	UNINFORMATIVE
#covid19 us daily new confirmed cases 030920 by us census region new england midatlantic east north central west north central south atlantic east south central west south central mountain pacific puerto rico diamond princess visit for updates	UNINFORMATIVE
#covid19 us daily new confirmed cases as of 030920 by us census region new england midatlantic east north central west north central south atlantic east south central west south central mountain pacific puerto rico diamond princess check for updates	UNINFORMATIVE
the fatality rate worldwide for people infected with #coronavirus is 51 that number in the usa is 24 and in canada is 14 not sure if it means anything #covid19pandemic	UNINFORMATIVE
the global fatality rate for people infected with #coronavirus is 51 while in the usa its 24 and in canada its 14not sure if that indicates anything significant #covid19pandemic	UNINFORMATIVE
#corona death rate is 01 1 so your chances of dying from corona are less than chances of dying from common fludont be fooled by socialists msm fake narratives fake statistics they want fear and panic in america for political gain #truthmatters #thesepeoplearesick	UNINFORMATIVE
the #corona death rate is just 01 so your risk of dying from it is lower than from the common flu dont fall for the socialist medias fake stories and phony statstheyre pushing fear and panic in america for political reasons #truthmatters #thesepeoplearesick	UNINFORMATIVE
breaking on cmg global 1 global coronavirus cases cross 1 lakh figure delhi identifies third case 2 saudi crown prince detains three family members to avoid threat to his rule 3 house of yes bank founder rana kapoor searched by ed	UNINFORMATIVE
cmg global updates 1 global coronavirus cases surpass 100000 delhi confirms third case 2 saudi crown prince detains three relatives to secure his power 3 ed searches residence of yes bank founder rana kapoor	UNINFORMATIVE
coronavirus deaths 2 nurses areema nasreen 36 worked as nurse for 16 years aimee orourke 38 but both were mothers of 3 children plus 2 nhs healthcare assistants thomas harvey tracy brennan ppe was an issue in these deaths so ask why	INFORMATIVE
the global coronavirus case fatality rate cfr has risen to an alarming 521 the cfr in the united states has risen to 248 and continues to climb	UNINFORMATIVE
the global coronavirus case fatality rate cfr has reached a concerning 521 while in the united states it has climbed to 248 and is still increasing	UNINFORMATIVE
thoughts after 7 days on call 1 people are recovering from covid19 2 important to keep an open mind not everyone has covid19 3 people are suffering from the usual ailments but can also have covid19 4 change in ppe thankfully we now wear masks throughout the hospital	UNINFORMATIVE
after 7 days on call 1 people are recovering from covid19 2 its important to stay openmindednot everyone has covid19 3 some are dealing with regular health issues but could also have covid19 4 ppe guidelines have changed thankfully we now wear masks throughout the hospital	UNINFORMATIVE
i know its small beans but i do not like that theres discrepancies between what the cdc is reporting re the number of coronavirus cases and what orgs like the washington post are reporting wp says there 500 cases in ny wa ca while cdc is saying theyre under 500	INFORMATIVE
hey larry i dont mean to stress you out but you might want to check what went down in belgium todaylooks like a belgian cat tested positive for coronavirus	UNINFORMATIVE
sweden has a population of 10 million assuming covid19 herd immunity is at 60 and the ifr is 02 that means immunity would happen around 12000 dead sweden is today at 1500 deaths lowest ifr estimate ive seen is 01 that would mean already at 25 of herd immunity	INFORMATIVE
swedens population stands at 10 million if we assume herd immunity for covid19 requires 60 and the ifr is 02 then reaching immunity would result in approximately 12000 deaths currently sweden has recorded 1500 deaths the lowest ifr estimate ive seen is 01 which would mean sweden has already achieved 25 of herd immunity	INFORMATIVE
health officials are still struggling to identify the origin of the latest coronavirus case in cork as revealed at tonights covid19 briefing dr tony also emphasized that for now the chances of an individual contracting the virus in ireland remain low	UNINFORMATIVE
sri lankan govt bans mass gatherings including festivals meetings for next two weeks as the number of #covid19 cases rose to seven in the country health minister wanniarachchi announced that police approval will be required for all public gathering with immediate effect	UNINFORMATIVE
the sri lankan government has prohibited mass gatherings including festivals and meetings for the next two weeks as #covid19 cases in the country reach seven health minister wanniarachchi stated that police permission will now be mandatory for all public events effective immediately	UNINFORMATIVE
us case growth decreased to 82 today its looking like growth in the top 20 states by # of cases have all now decreased to below 10 except michigan which is 105 today and indiana which is 117 #coronavirus #ccpvirus #covid_19	UNINFORMATIVE
the number of new us coronavirus cases dropped to 82 today with all top 20 states by total cases now showing growth below 10except michigan at 105 and indiana at 117 #coronavirus #ccpvirus #covid_19	UNINFORMATIVE
dorothy campbell 88 has shared over 60 years of marriage with her husband gene but now they can only connect through a window as he remains in isolation at a washington nursing home hit hard by the virus with multiple resident deaths reported	INFORMATIVE
the latest #covid19 chart shows icu patient numbers are climbing rapidly in several countries without more beds italy spain and the netherlands could hit the 50 mark in just 34 days in the last 2 days alone 1 spain 150 2 netherlands 131 3 belgium 62	UNINFORMATIVE
12 #covid19 data 2103 death rate by confirmed positives top 10 countries china 4 italy 9 spain 541 us 118 germany 034 iran 754 france 36 south k 115 switz 11 uk 428 what is more accurate what factors are accountable what country is more reliable	UNINFORMATIVE
tracking #covid19 2103 deaths linked to confirmed casestop 10 countries show varying rates china 4 italy 9 spain 541 us 118 germany 034 iran 754 france 36 south korea 115 switzerland 11 uk 428 which numbers are most accurate what factors influence these rates and which countries can be trusted most	UNINFORMATIVE
cases in pakistan are risingthings are getting worse we really need to stay isolated and a complete lockdown might be necessary but the big question remains how will those who earn daily wages survive allah have mercy on us all ameen #stayathome #covid_19 #coronaviruspandemic	INFORMATIVE
the positive update on #covid19 #covidrecovery shows that around 60000 people have bounced back primarily in china check out the chart and detailed data here	INFORMATIVE
death so far #covid19 vs enforcement for #stayathome by army and police covid19 in nigeria 2 army and police in nigeria 5 which way nigeria which one killed faster	INFORMATIVE
early comparisons between covid19 and seasonal flu death rates are misleading heres a look at the real numbers key factors affecting survivability include 1 your age and health 2 where you live and 3 your ability to pay for care flu deaths would have been around 181now were at 2400 fatalities	INFORMATIVE
spain under control and improving rapidly epidemic est 411 of pop infected much much worse to come proj death toll 42585 after 111 days 1004 #covid 13	INFORMATIVE
spain is getting a grip on the situation and showing rapid improvement but with an estimated 411 cases per 100k population things could get significantly worseprojected death toll stands at 42585 after 111 days 1004 today #covid13	INFORMATIVE
13 even though the number of #covid19 cases are rising here in nl its important to to remember that all the preemptive measures like #socialdistancing we are taking are about slowing the spread of the #coronavirus not stopping it in its tracks	UNINFORMATIVE
the part that scares me the most is how low our testing numbers are and the fact that people still arent practicing social distancing as of saturday morning the us had conducted over 150000 tests resulting in 19155 confirmed positive cases according to the covid tracking project	INFORMATIVE
new interesting to see new data on the virus geneva ap world health organization more than 95 of people who have died of coronavirus in europe have been over 60	UNINFORMATIVE
its new and interesting to see fresh data from the world health organization in geneva showing that over 95 of coronavirus deaths in europe have been among those over 60	UNINFORMATIVE
overcoming bias variolation isolation may cut covid19 deaths 330x	UNINFORMATIVE
how dare trump be held accountable or if trump wasnt a lawless narcissistic jerk he would have started testing the same day south korea did after all the usa had its first case of coronavirus the same day as south korea trump wasted 2 months at rallies mocking the virus	UNINFORMATIVE
how can trump avoid accountability if he werent a reckless selfcentered leader he would have begun testing right when south korea did after all the us had its first coronavirus case on the same day as south korea but trump spent two months holding rallies and belittling the virus instead of taking action	UNINFORMATIVE
why expand the cdc guidelines to counties that dont have confirmed cases yet because nearly 20 of people who get coronavirus never show symptoms so theyre spreading the virus without knowing it	UNINFORMATIVE
why are the cdc guidelines being expanded to counties without confirmed cases when almost 20 of people with coronavirus never show symptoms meaning they could be spreading the virus unknowingly	UNINFORMATIVE
why only 15 of virus patients made recovery in south korea #covid19 #corona #coronavirus #coronavirusupdate	UNINFORMATIVE
why have only 15 virus patients recovered in south korea #covid19 #corona #coronavirus #coronavirusupdate	UNINFORMATIVE
a migrant camp near #athens has become the first in #greece to see a coronavirus outbreak with 2500 refugees now under quarantine	UNINFORMATIVE
the expert began his public career on loveline when kroq radio was broadcasting from the pasadena hilton and later stepped down as medical director of pasadenas highcost las encinas alcohol treatment facility after a patient died under suspicious circumstancesonly to be saved by #covidー19	UNINFORMATIVE
68 of documented coronavirus cases in the united states are in two states california and washington total shocker	UNINFORMATIVE
68 of confirmed coronavirus cases in the us are in just two statescalifornia and washington not surprising at all	UNINFORMATIVE
earlier tonight governor larry hogan shared that a coronaviruspositive montgomery county resident attended an event on 228 at the village at rockville retirement home on veirs drive coming into contact with approximately 75100 people	INFORMATIVE
coronavirus cases rise at airports with 3 tsa agents infectedorlando airport becomes a hotzone chicago airport also affected air traffic controllers are infected too causing flights to halt lawyers are filing injunctions to have airports shut down for two weeks	UNINFORMATIVE
as of thursday 80 of coronavirus deaths in ri were residents of nursing homes today is expected to announce new measures surrounding the faculties	UNINFORMATIVE
as of thursday 80 of coronavirus deaths in ri were nursing home residents new measures regarding these facilities are expected to be announced today	UNINFORMATIVE
delhi records 93 jump in covid cases in a day most cases though are people evacuated from nizamuddin on tuesday and wednesday the cm had warned that the numbers are likely to surge as their test results come in	UNINFORMATIVE
delhi sees a spike of 93 new coronavirus cases in one day with most linked to individuals evacuated from nizamuddin on tuesday and wednesday the chief minister had previously cautioned that numbers could rise as more test results come in	UNINFORMATIVE
the church at liberty square in cartersville ga needs our prayers to date 41 church members have tested #positive for #covid19 covid19 four are in critical condition and one died earlier today all after being exposed by one unsuspecting choir member informative 1245657604518334464 dude the usa has 217k cases of corona virus with 51k deaths your focus should be on your country dont you think informative 1244504671248617474 a lawyer from new rochelle connected to one of the earliest us coronavirus clusters has recovered sufficiently to go home from the hospital informative 1246059910040817666 number of covid19 cases remains on rise with at least 1854 people in nc testing positive with at least 63 cases having been reported by thursday in forsyth county including one known death that local total has more than tripled from 17 a week ago informative 1241824354104729604 five university of tampa students are recovering after testing positive for covid19 during spring break the school said resistbotofficial five university of tampa students are recovering after informative 1241550030403702786 #breaking the number of coronavirus cases in san diego county rose from 131 on friday to 159 on saturday local health officials said informative 1236101534091485185 reporting tonight 425 pm minnesota reports first coronavirus case 520 pm first coronavirus case in oklahoma 635 pm connecticut reveals first coronavirus case 718 pm coronavirus case in kentucky announced 805 pm nebraska reports first case of coronavirus informative 1236128196367650816 coronavirus updates cases spread across us as global total tops 100000 cnet #tech #technews #ranzware informative 1241291908867133440 agreed we are planning something next week to help showcase all the amazing work audit and qi teams are doing to assist with the fight of #coronavirus watch this space #clinicalauditchampions uninformative 1235500466055696384 #coronavirus #covid19 #iran thats 503 deaths in iran from the novel coronavirus starting to sound plausible because of whats happening in italy but the demographic breakdown videos other details cia puts out about the outbreak there are shady informative 1242889187168321541 just in white house declares florida and texas major disaster bc of #covid2019 and will get assistance earlier today said he had applied for disaster assistance for maryland	UNINFORMATIVE
the church at liberty square in cartersville ga is asking for prayers as 41 members have tested positive for #covid19 so far with four in critical condition and one passing away todaylinked back to exposure from a choir member who didnt know they were infected	UNINFORMATIVE
professionals should support #factnotfear a cruise ship was denied docking in malta after the local medical association warned of industrial action if it was permitted entry there are no #covidー19 cases on board and the ship is now heading to italy	INFORMATIVE
should we check in with the loved ones of the 14721 lives lost to covid19 to see if they think donald j trump is doing a good job #voteblue	INFORMATIVE
when i calculate the coronavirus death rate in italy and iran i get 68 and 48 respectively i thought it only killed about 2 of those infected did china withhold information from us	UNINFORMATIVE
covid19 us at a glance total cases 164 total deaths 11 states reporting cases 19 data include both confirmed and presumptive positive cases of covid19 reported to cdc or tested at cdc since january 21 2020 with the exception of testing results for persons	INFORMATIVE
i dare any health organization or agency to bring a confirmed case of coronavirus to me and witness how it vanishes in just a few days says prof joseph akpa provost of luminar international college of alternative medicine in enugu	UNINFORMATIVE
why covid19 coronavirus infections are so serious in the elderly one fact does seem clear the elderly are at the highest risk of dying from coronavirus china cdc reported that nearly 15 of patients ages 80 or older with coronavirus died from it	UNINFORMATIVE
the reason coronavirus infections are particularly severe in the elderly is clear they face the highest risk of death from covid19 according to chinas cdc almost 15 of patients aged 80 or older with the virus died from it	UNINFORMATIVE
dr ali shojaie who worked at a hospital in kerman passed away from a heart attack linked to #covid19 #iran is reportedly concealing the true #coronavirus death toll which is believed to be at least 8800 fatalities	INFORMATIVE
hmm this #covid19 is really spreading in some countries within 24 hours spain is the worst hit 3835 new cases and 457 new deaths please d current lockdown method is not working we are already in community transmission phase and lagosians are not #stayathome	INFORMATIVE
twitter is asking me whats happening nothing other than iranians dying one after another bc criminal islamic cult in iran hid #outbreak of #coronavirusiran for weeks now it is a threat for the entire humanity 80m #covid19 according to death toll reached 503	INFORMATIVE
twitter is asking whats happeningnothing except iranians dying one after another because the criminal islamic regime in iran concealed the #coronavirusiran outbreak for weeks making it a threat to all humanity with 80 million people affected and the death toll reaching 503 this is a crisis we cant ignore	INFORMATIVE
it seems not everyone is aware that 1 in 4 people infected with the coronavirus remains asymptomatic and those of us who do show symptoms can be shedding a significant amount of virus up to two days before symptoms appear according to the cdc director	UNINFORMATIVE
meanwhile a grifter doctor promoted by fox news results in orthodox jewish town fearing 90 of residents being infected by covid19	UNINFORMATIVE
uddhav thakare has miserably failed in controlling the pandemic covid19 more than 20 covid19 positive cases and maximum death in the stateand if anyone question he will be either put in jail or beaten mercilessly	UNINFORMATIVE
uddhav thackeray has failed terribly in managing the covid19 pandemic with over 20 positive cases and the highest number of deaths in the stateand anyone who questions this is either jailed or brutally beaten	UNINFORMATIVE
a coronavirus survivor shares that her blood might hold answers from april 3 2020 new york ap tiffany pinckney recalls the terror of losing her breath to covid19 after recovering the new york city mom decided to help by becoming one of the first to donate plasma	INFORMATIVE
20 nigerians in lagos hospitalized due to chloroquine poisoning after overdosing on the antimalarial drug a doctor reveals that a family of five was among those affected	UNINFORMATIVE
1 #evolution survival of the fittest 2 #coronavirus made by humans 3 #covid19 death to the weakest from 12 3 we conclude #evolution #covidー19 just like it was incarnated in hitler mao tsetung and other tyrants in modern history	UNINFORMATIVE
the cdcontrol reported a dramatic spike in flu cases nationwide during the last week of december government health officials say 2019 total flu cases through dec 28 led to at least 64 million illnesses 55000 hospitalizations and 2900 deaths #coronavirus	UNINFORMATIVE
the cdc reported a sharp increase in flu cases across the country during the final week of december with government health officials stating that total flu cases for 2019 through december 28 resulted in at least 64 million illnesses 55000 hospitalizations and 2900 deaths #coronavirus	UNINFORMATIVE
this sucks usps personnel are front line should be equipped with protection gloves esp we can help takes little effort to swab down the rural box or mail slot ea day coronavirus usps employees test positive 2000 in quarantine business insider	INFORMATIVE
this is terrible usps workers are frontline staff and should have protective gloves especially since we can help by wiping down the rural mailbox or slot each day coronavirus has already infected usps employees with 2000 in quarantine per business insider	INFORMATIVE
sickening trump admittedly cris meant that entire ny state had 100 one hundred corona virus tests done so far 44 tested positive trumps ignorance and pure stupidity in cutting cdc budget in effect has murdered peoplehow many we dont yet know	INFORMATIVE
dr saud anwar from hartford ct is one of the outstanding pakistani americans these cars and a police escort passed by his home to recognize his efforts in caring for covid19 patients originally from pakistan hes part of a growing listso far 11 pakistani doctors in the us have lost their lives while treating patients	INFORMATIVE
im rly tired of seeing yall uneducated asses being racist towards asian ppl i know youre scared bc the coronavirus is a new virus n all but bro just watch the fckn news and youll see that on 100000 ppl infected 53000 are cured n 3400 died so stop ur shit thanks	INFORMATIVE
when you start with 15 people and see that number drop to nearly zero within days its a strong sign of effective action well done donald trump #amjoy #saturdaymorning #trumppandemic	INFORMATIVE
qom #iran sobbing man who lost his mother to #covid19 curses khamenei the regimes supreme leader for lying about the outbreak i could not even hug my mother one last time he says in between sobs #iranians hold the regime responsible for the 2000 deaths	INFORMATIVE
in qom iran a grieving man who lost his mother to #covid19 blames supreme leader khamenei for deceiving the public about the outbreak saying through tears that he couldnt even give his mother a final hug#iranians hold the regime accountable for the 2000 deaths	INFORMATIVE
corona is whisked away from their family and quarantined in separate hospitals no contact allowed from family during this time government tracks your every move with gps and cell network locations of those who are suspected you are supposed to share location to gov every 3 hr	UNINFORMATIVE
#coronavirus shutdowns picking up qatar suspends schools and unisdisneyland paris worker confirmed virus case could lead to shut downeu parliament deciding whether to cancel plenary sesh starting todaywere getting into the next phase of the virus	INFORMATIVE
guess what keeping those passengers on the ship was better than when the trump administration flew the first group of coronavirusinfected us citizens to an airport in california bringing the virus into our country	INFORMATIVE
hey everyone royal caribbean is collaborating with the cdc to look into two possible coronavirus cases linked to the mj22920 cruise as always the wellbeing of our guests and crew remains our top priority	INFORMATIVE
detroit bus driver jason hargrove passes away two weeks after speaking out about covid19 following an incident where a woman refused to cover her mouth while coughing on his bus via	INFORMATIVE
a ca nurse who went public inability to get tested for the covid19 before going back to work former us att joyce vance accused trump the slow release of test kits strikes her as suspicious trump fears testing would show epidemic is worse than the white house is letting on	UNINFORMATIVE
breaking we are the epicenter of this crisis in the us now says mayor de blasio while new york city is on the verge of 10000 confirmed #covid19 cases	INFORMATIVE
when the first coronavirus case was announced here last month people were hoarding face masks again the panic has sorta died down here but theres a travel ban tofrom china and limited travel restrictions tofrom korea and japan	UNINFORMATIVE
when the first coronavirus case was reported here last month people started stockpiling face masks once more the panic has somewhat eased now but theres a travel ban in place for china and limited restrictions on travel to and from south korea and japan	UNINFORMATIVE
i have seen multiple reports showing this estimate is correct coronavirus pandemic could last up to 18 months or longer include multiple waves of illness more than 2700 new cases were reported in us in last 24 hours we must heed the warnings	INFORMATIVE
#europe #covidー19 7000 infected the right number total europe scares 7000 #coronavirus infected people downbreaking by country gives low false ideas compared yo china us douthkorea	INFORMATIVE
delta state isnt under fgs lockdown and i dont see any scientific justification for locking down a state that has no confirmed cases of covid19 the purpose of locking down an area with cases is to stop infected individuals from traveling to other cities and to make it easier to identify and trace their contacts	UNINFORMATIVE
last week i almost became a casualty in a car crash and this week new cases of covid19 were confirmed in my hometown bgc and at my workplace in greenhills san juan death may be busy but im busier #nottoday	UNINFORMATIVE
my home state of #wyoming has the lowest infection rate and no deaths reported tell us why isnt this newsworthy #covidー19 #thefive	INFORMATIVE
my home state #wyoming has the lowest infection rate and hasnt reported any deathsso why isnt this story getting more attention #covid19 #thefive	INFORMATIVE
it is already in fl presumptive cases in broward which is just south of west palm two deaths in fl from coronavirus	INFORMATIVE
in all seriousness i read that us border services might have over 50 positive cases will need manpower nyc paramedics are apparently over 50 no shows for work due to various reasons scary times #covid19 #coronalockdown	UNINFORMATIVE
look at this two important things right here 1 53 of covid19 cases the ones serious enough to be tested are young people so listen up practice social distancing and number 2 i am young people according to governor cuomo	UNINFORMATIVE
amidst everything going on with covid19 we found out that jesss dad passed away after some kind of surgery its a strange grief because he hasnt been in her life for 17 yearshe was a terrible person but still her father ugh	UNINFORMATIVE
this is worrisome confounds r expectations 56 of confirmed cases of #coronavirus in nyc involved patients under the age of 50 several coronavirus patients under 40 including a few in their 20s were on ventilators in the intensivecare unit all were healthy b4	UNINFORMATIVE
this is concerning and goes against expectations56 of confirmed coronavirus cases in nyc are among people under 50 several patients in their 40s and even some in their 20s are on ventilators in icu despite being healthy beforehand	UNINFORMATIVE
i left facebook because it was full of nonsense and i didnt want to get dragged into the covid19 arguments but i saw a tweet yesterday questioning why testing kits arent just released weve just learned some failed to detect 3 out of 4 cases in trials there you go folks	UNINFORMATIVE
mortality of influenza is 01 to 05 mortality of #covid19 is 2 to 5 #covid19 is highly contagious and projected to infect 60 to 70 of us so best case scenario scotland population 54mil 60 infection 324mil 2 dead 64000 thats twice normal deaths for a year	UNINFORMATIVE
