Text	Label
#breakingnews hawaiis first confirmed case of #coronavirus is a former passenger of the grand princess cruise ship that traveled to mexico last month meanwhile the cdc has just lifted the 14day #covid19 selfisolation order for other former passengers today	INFORMATIVE
in a massachusetts nursing home 29 veterans have died from #covid the facility didnt have any protective wear and infected patients were placed in rooms with healthy veterans im so heartbroken and angry that they let this occur	INFORMATIVE
at a nursing home in massachusetts 29 veterans have died from #covid the facility had no protective gear and infected residents were put in rooms with healthy ones im absolutely heartbroken and furious that this was allowed to happen	INFORMATIVE
turkey syria venezuela turkmenistan tajikistan uzbekistan yemen libya north korea have zero reported cases of #covid19 so sociologists are eager to find out what is connecting these cultures #coronavirus #sociology	INFORMATIVE
countries like turkey syria venezuela turkmenistan tajikistan uzbekistan yemen libya and north korea show no reported #covid19 cases sparking interest among sociologists to explore what cultural ties might explain this pattern #coronavirus #sociology	INFORMATIVE
#coronaviruspakistan #covid_19 #coronavirusupdate #staysafestayhome #stayathomechallenge #fightcovid19 for the people of #karachi if anyone infected or doubt they may go in attached hospital for their test #staysafestayhome #karachi	UNINFORMATIVE
if youre in #karachi and suspect youve been infected with #coronavirus visit the hospital listed below for testingstay safe and at home to help stop the spread of #covid_19 #stayathomechallenge #fightcovid19	UNINFORMATIVE
last evening i watched johns hopkins interactive map of confirmed covid19 cases as #1 ranking us was carefully deleted from map the map of us was cleansed of red coloration that blankets the nation talk about shocking later us data was restored but it looked fishy	UNINFORMATIVE
last night i was checking out johns hopkins interactive map of confirmed covid19 cases when the us which had been ranked #1 was quietly removedthe map was stripped of the red color covering the country cant lie it was pretty shocking eventually the us data came back but it definitely looked suspicious	UNINFORMATIVE
kerala was the first indian state to have a confirmed coronavirus case but as april arrived its infection rates were declining by thirty percent week on week this is no accident #covid19	INFORMATIVE
kerala recorded the first confirmed coronavirus case in india but as april began its infection rates dropped by 30 weekonweek this decline didnt happen by chance #covid19	INFORMATIVE
stop #fearmongering #covidー19 has been circulating for months in us and abroad the media decided it was a thing so everyone panics many are already immune which explains positive tests free of symptoms #mediahype #fakenews #washyourhands	UNINFORMATIVE
stop the #fearmongering #covidー19 has been around for months both in the us and globally the media made it a big story causing unnecessary panic many people are already immune which is why some test positive but show no symptoms #mediahype #fakenews #washyourhands	UNINFORMATIVE
#popquiz part ii so if one person contracted a virus it was allowed to spread freely around the globe and the number of people infected doubled every seven days exponentially how may people would be infected by end of week 25 #coronavirus #coronavirusuk #herd_immunity	UNINFORMATIVE
#popquiz part 2 if one person caught a virus and it spread unchecked worldwide with cases doubling every 7 days exponentially how many people would be infected by the end of week 25 #coronavirus #coronavirusuk #herd_immunity	UNINFORMATIVE
the coronavirus reshaping the global order us falters china remedies no eu state answered italys urgent appeal china sent 1000 ventilators two million masks 100000 respirators 20000 protective suits and 50000 test kits global orders c	UNINFORMATIVE
the coronavirus is reshaping the global order as the us struggles china takes action and no eu country responds to italys urgent request china has provided 1000 ventilators two million masks 100000 respirators 20000 protective suits and 50000 test kits amid growing global demand	UNINFORMATIVE
tom hanks and rita wilson return to the us after recovering from coronavirus 28 mar 2020 123456 am by emily smithmarch 27 2020 655pm	INFORMATIVE
tom hanks and rita wilson head back to the us following coronavirus recovery march 28 2020 1234 am by emily smith march 27 2020 655 pm	INFORMATIVE
#breaking the sc dept of health and environmental control just announced there may be two cases of coronavirus in the state 1 in kershaw county and the other possible case in charleston county #coronavirus #coronavirususa #sc	INFORMATIVE
#breaking south carolinas department of health and environmental control has reported potential two cases of coronavirus in the stateone in kershaw county and another possible case in charleston county #coronavirus #coronavirususa #sc	INFORMATIVE
tehran iran ap #iran says the new coronavirus has killed 124 people amid 4747 confirmed cases in the islamic republic official figures only #irancoronavirus	INFORMATIVE
tehran iran ap #iran reports that the new coronavirus has claimed 124 lives out of 4747 confirmed cases in the islamic republic according to official figures only #irancoronavirus	INFORMATIVE
just so you know rwanda with all its intimidating and violence has more confirmed cases of #covid19 than kenya hii virus haitaki makasiriko a common sense approach and cooperation is whats required ngoja uone vile cases za hii virus zita rise juu ya ushenzi	UNINFORMATIVE
just to let you know rwandadespite all its intimidation and violencehas more confirmed #covid19 cases than kenya this virus doesnt care about chaos whats needed is common sense and cooperation wait and see how the cases of this virus will rise beyond the violence	UNINFORMATIVE
i dont know in what sector u r workingso i assume that u have little or almost no knowledge about testing of covid infection its mainly for people with symptoms still we have tested almost 2lacs people and only 10 thousands are positive means almost 95 are negative with sympt	INFORMATIVE
im not sure which sector youre in so ill assume you dont know much about covid testingits mostly for people with symptoms still weve tested nearly 2 lakh people and only around 10 thousand are positive meaning almost 95 tested negative despite having symptoms	INFORMATIVE
as reported by an iraqi kurdish outlet salih maryami a 112yearold iranian man from baneh recovers from #coronavirus according to his son mr maryami has various underlying health issues #twitterkurds	INFORMATIVE
an iraqi kurdish news source reports that salih maryami a 112yearold iranian man from baneh has recovered from #coronavirus his son states that mr maryami suffers from multiple underlying health conditions #twitterkurds	INFORMATIVE
ust in mkhize says there are now 1505 positive cases he says there have been two more deaths in kzn and two more deaths in kzn #covid19 #lockdownsa	INFORMATIVE
just in mkhize announces 1505 positive cases so far with two additional deaths reported in kzn #covid19 #lockdownsa	INFORMATIVE
based on bill gates simulation 201 the plan is to see a very large increase in cases of coronavirus during the 6th month of the pandemic	UNINFORMATIVE
according to bill gates simulation 201 the projection shows a significant rise in coronavirus cases by the sixth month of the pandemic	UNINFORMATIVE
so apparently two people from haas team are infected with coronavirus and i really hope there will come back to being healthy soon and the rest will stay safe so we wont hear about more cases	INFORMATIVE
it seems two members of the haas team have tested positive for coronavirus i truly hope they recover soon and that everyone else stays safe so we dont hear of any more cases	INFORMATIVE
just read statement about somervilles first #covid19 death even tho i no longer live in somerville i still admire his leadership genuine compassion thanks mayor joe	INFORMATIVE
just read the announcement about somervilles first #covid19 death even though i dont live there anymore i still respect his leadership and heartfelt compassion thank you mayor joe	INFORMATIVE
rapid spread of #coronavirus has potential to claim thousands of lives devastate the world economy from the day the first case tested positive in india congress party has extended full support to central state govts in their efforts #congresswaroncorona	UNINFORMATIVE
the rapid spread of #coronavirus could result in thousands of deaths and severely impact the global economy since the first case was confirmed in india the congress party has fully supported both central and state governments in their fight against the pandemic #congresswaroncorona	UNINFORMATIVE
he surely wont be a priority patient of any switzerland hospital switzerland a country of just 85 million people is one of the countries most affected by the coronavirus in europe with almost 11000 positive tests and 154 deaths	INFORMATIVE
he definitely wouldnt be a priority case for any hospital in switzerland a nation of just 85 million people thats among the hardesthit in europe by the coronavirus with nearly 11000 confirmed cases and 154 deaths	INFORMATIVE
we appeal to our people not to panic because our government has all systems in place to make sure that we respond positively to this pandemic ifps mzamo buthelezi said #covid_19sa #coronavirus	UNINFORMATIVE
we urge our people not to panic as the government has all necessary systems in place to ensure an effective response to this pandemic said ifps mzamo buthelezi #covid_19sa #coronavirus	UNINFORMATIVE
here is where #malta stands on #covidー19 1732020 38 cases inbound flights to airport suspended from 203 restaurants bars cinemas gyms other pl to close schools closed until further notice calls on resident in mt to return home	INFORMATIVE
heres #maltas current #covidー19 update 1732020 38 cases suspended inbound flights to the airport from 203 closures of restaurants bars cinemas gyms and other places schools are shut until further notice and residents in mt are urged to return home	INFORMATIVE
think about this the first coronavirus death was jan 15th and during the next 30 days trump held his kkk rallies and went golfing all the while saying this pandemic was a hoax was under control 15 cases would be down to zero in a week failed leadership #gopgenocide	INFORMATIVE
consider this the first coronavirus death was on january 15th and in the following 30 days trump held rallies linked to racist groups and went golfing all while claiming the pandemic was a hoax saying it was under control with only 15 cases that would disappear in a week an epic leadership failure #gopgenocide	INFORMATIVE
a rehabilitation clinic for recovered covid19 patients opened on thursday at the hubei provincial hospital of traditional chinese medicine in wuhan	UNINFORMATIVE
a rehabilitation clinic for recovered covid19 patients was launched on thursday at the hubei provincial hospital of traditional chinese medicine in wuhan	UNINFORMATIVE
governor pritzker the death toll today in illinois is lower than it has been six days illinois having been the second state to announce a stay at home order now seems to be reaching its peak #illinois #covid19	UNINFORMATIVE
governor pritzker todays death toll in illinois is the lowest its been in six dayssuggesting the state which was the second to issue a stayathome order may now be hitting its peak #illinois #covid19	UNINFORMATIVE
tomorrow tune in at 820am cst for my local interview with on nbc louisiana tune in at 1230pm est for my interview on ill be talking about #bstrong #thisisacrisis #covid19 #coronavirus	UNINFORMATIVE
tomorrow catch my local interview on nbc louisiana at 820 am cst and tune in again at 1230 pm est to hear me talk about #bstrong #thisisacrisis #covid19 and #coronavirus	UNINFORMATIVE
international business times#prince #charles recovers from covid19 after selfisolating at his birkhall home prince charles is out of selfisolation after testing positive for coronavirus	INFORMATIVE
prince charles has recovered from covid19 following his selfisolation at birkhall and is now out of quarantine after initially testing positive for the virus	INFORMATIVE
26 nurses 3 doctors tested positive source likely to be a 70 year old heart patient i will not blame uddhav but rather blame doctors nurses who have not taken precaution patient his family who hid the corona details	INFORMATIVE
twentysix nurses and three doctors tested positive likely due to a 70yearold heart patient i wont blame uddhav but rather the doctors and nurses who didnt take precautions and the patients family who hid the coronavirus details	INFORMATIVE
will temporarily suspend #mining activities at its los filos mine in guerrero state #mexico piar mine in #brazil due to #covid19 restrictions eqx #mastermetals	UNINFORMATIVE
due to #covid19 restrictions will temporarily halt #mining operations at its los filos mine in guerrero state #mexico and the piar mine in #brazil eqx #mastermetals	UNINFORMATIVE
in turkey nearly 11000 cases of covid19 in 10 days 168 deaths and more than 560 people are now in critical conditions the turkey graph is super speeding #covid19 #turkey #vaka10827	INFORMATIVE
in turkey there have been nearly 11000 covid19 cases in the past 10 days along with 168 deaths and over 560 people currently in critical conditionthe countrys infection curve is rising rapidly #covid19 #turkey #vaka10827	INFORMATIVE
australias death rate 1 per million the dead are mosps mostly old sick peoples falling infection rate old cheap generic drugs working on #covid19 24999975 alive are under medical martial law wtf for crashing the economy #auspol	UNINFORMATIVE
australias death rate is 1 per million the deceased are mostly elderly and sick individuals infections are falling and affordable generic drugs are helping with #covid19 nearly 25 million people are living under medical martial law whats the point of wrecking the economy #auspol	UNINFORMATIVE
uk #coronavirus update london hospital almost runs out of oxygen for covid19 patients uk death toll at 2357 british medical association offers guidelines for rationing care ifwhen hospitals become overwhelmed with peak infections	INFORMATIVE
uk #coronavirus update london hospital nearly runs out of oxygen for covid19 patients death toll reaches 2357 british medical association issues guidelines for rationing care if hospitals are overwhelmed during peak infections	INFORMATIVE
get realtime #covid19 case number updates by text headquartered in st paul mn has just launched a free service allowing people to subscribe via text message to get updates if when their local area has more cases of covid19 via	UNINFORMATIVE
get realtime #covid19 case updates by text based in st paul mn a new free service lets people sign up via sms to receive alerts when their local area sees more coronavirus cases	UNINFORMATIVE
texas announces nearly 86000 people have been tested 20 increase from yesterday will exceed 100000 by the end of the week less than 10 are positive this shows that texas being slower to test and a semiquarantine did not negatively impact texas #coronavirus #covid19	INFORMATIVE
texas reports that almost 86000 individuals have been testeda 20 rise from yesterdaywith projections to surpass 100000 by weeks end less than 10 of results are positive indicating that the states slower testing pace and partial quarantine measures didnt harm its response #coronavirus #covid19	INFORMATIVE
fake news at it againlast week americans started learning that there were some massive trenches being dug on new york citys hart island to bury the unclaimed bodies of individuals who have died of the coronavirus in the past couple of months	UNINFORMATIVE
once again fake news is spreading last week people in the us began hearing about large trenches being dug on new york citys hart island to bury unclaimed bodies of those whove died from the coronavirus over the past few months	UNINFORMATIVE
south korea is desperately trying to find out why scores of cured coronavirus patients tested positive for the disease days later health officials do not believe the patients were reinfected or remained infectious	UNINFORMATIVE
south korea is urgently investigating why numerous coronavirus patients who had recovered tested positive again days later though health officials dont believe they were reinfected or still contagious	UNINFORMATIVE
rapid acceleration of #coronavirus cases in us jan 21 1 jan 31 7 feb 10 13 feb 20 27 feb 29 70 mar 10 1018 mar 20 17935 mar 22 26747 sources state and local health agencies hospitals and cdc compiled by johns hopkins univ	INFORMATIVE
the number of #coronavirus cases in the us has surged rapidly jan 21 1 jan 31 7 feb 10 13 feb 20 27 feb 29 70 mar 10 1018 mar 20 17935 mar 22 26747 data from state and local health agencies hospitals cdc compiled by johns hopkins univ	INFORMATIVE
update stanley clark school in south bend will be closed tomorrow school officials say a faculty member was in contact with a relative who has shown symptoms of coronavirus relative was reportedly in contact with someone who has a confirmed case	INFORMATIVE
stanley clark school in south bend will be closed tomorrow after a faculty member came into contact with a relative showing coronavirus symptoms that relative had reportedly been exposed to someone with a confirmed case	INFORMATIVE
here is reply about the rosanna arquette tweet get over it it looks suspicious to everyone there are dozens of countries working on coronavirus vaccines for years coronavirus has been around since the 1960s israel looks suspicious only to fill in the blank	UNINFORMATIVE
heres a response regarding the rosanna arquette tweetmove on it seems suspicious to many people dozens of countries have been developing coronavirus vaccines for years the virus has existed since the 1960s israel appears suspicious only if youre trying to fill in a blank	UNINFORMATIVE
16 more confirmed covid19 positive total now at 158 nairobi leads with 82 followed by kilifi kwale and mombasa at 14 two deaths reported today giving total deaths to be 6 4 have recovered for far #covid19 #covid_19 #coronavirusinkenya	INFORMATIVE
16 new covid19 cases confirmed bringing total to 158 nairobi leads with 82 followed by kilifi kwale and mombasa each at 14 two deaths reported today raising total fatalities to 6 4 recoveries so far #covid19 #covid_19 #coronavirusinkenya	INFORMATIVE
#covidー19 in gaza palestinian ministry of health announces that therere 2 patients tested positive for #corona and theyre in quarantine now	INFORMATIVE
the palestinian ministry of health in gaza reports that two individuals have tested positive for #covidー19 and are currently in quarantine	INFORMATIVE
chinese whispers we hear about high recovery from #coronavirus #corvid19 these are some long term effects we dont 1 perm damage pd to make reproductive organ 2 kidneys 3 pd to liver 4 pd to nerve system from researches in china not discussed openly in the west	UNINFORMATIVE
the whispers from china suggest that while high recovery rates from #coronavirus #covid19 are reported there may be longterm effects not widely discussed in the west including 1 permanent damage to reproductive organs 2 kidney issues 3 liver damage and 4 nerve system complications based on research from china	UNINFORMATIVE
fun facts about covid 19 corona virus originally named sarscov2 this means its a new strain of the already existing sarscov sarscov spread rapidly to two dozen countries but after four months it was contained since 2004 there havent been any cases of sarscov	UNINFORMATIVE
did you know the virus causing covid19 was originally called sarscov2 indicating its a new strain related to the original sarscov that earlier virus spread quickly across over two dozen countries but was contained within four months and hasnt been seen since 2004	UNINFORMATIVE
scott morrison the too late man too late with climate change too late with bushfires too late with recession too late with coronavirus in each case its the science he refuses to understand #scottyfommarketing #auspol ozin the middle of #scottslittlerapture	UNINFORMATIVE
scott morrison always playing catchuptoo late on climate change too slow on bushfires delayed on recession plans and lagging again with coronavirus in every case he ignores the science #scottyfrommarketing #auspol in the midst of #scottslittlerapture	UNINFORMATIVE
uks mortality has now reached 5 that means that 1 person will die out of every 20 infected #covid19	UNINFORMATIVE
the uks mortality rate has hit 5 meaning one in every 20 people infected will die from #covid19	UNINFORMATIVE
wait what the atlantic could only verify that 1895 people have been tested for the coronavirus in the united states about 10 percent of whom have tested positive #coronavirususa #covid19us #pandemic #coronavirusseattle #covid_19 #coronavirus #newyork #seattlecovid19	INFORMATIVE
wait seriously the atlantic could only confirm that around 1895 people in the us have been tested for the coronavirus with about 10 percent coming back positive #coronavirususa #covid19us #pandemic #coronavirusseattle #covid_19 #coronavirus #newyork #seattlecovid19	INFORMATIVE
hey seattle is not a ghost town also all those deaths occurred in kirkland not #seattle is the mayor of seattle not of stop the fearmongering #covidー19	UNINFORMATIVE
hey seattle isnt a ghost townthose deaths were in kirkland not #seattle the mayor runs seattle not everywhere else stop spreading fear #covidー19	UNINFORMATIVE
join us tonight 7 pm to discuss #domesticviolence during this epidemic as we continue our series on covid19 entitled consequencesif you are experiencing domestic violence use code word mask19 to first responder for help zoom meeting 723 628 484 password 008727	UNINFORMATIVE
join us tonight at 7 pm to discuss #domesticviolence in the context of the epidemic as part of our ongoing series on covid19 titled consequences if youre experiencing domestic violence use the code word mask19 with first responders for assistance zoom meeting 723 628 484 password 008727	UNINFORMATIVE
mirrortwo cruise ships could be used as floating hospitals for coronavirus patients two outofaction cruise liners spirit of discovery and saga sapphire have been offered to the nhs to help treat coronavirus patients if	UNINFORMATIVE
two cruise ships the spirit of discovery and saga sapphire could serve as floating hospitals for coronavirus patients after being offered to the nhs to assist in treating those affected	UNINFORMATIVE
8 years white house i got 3 times pay cut was on going hours cut for lazy ass people 3 years trumps i got 34 times pay increases so lazy ass dems bring #wuhanvirus #covid19 hope to destroy prestrump now adam schiff goes under bodies bags 4 his case #demswuhanvirus	UNINFORMATIVE
over 8 years in the white house i faced 3 pay cuts and ongoing hour reductions due to lazy people in 3 years under trump i received 34 pay increases lazy dems bringing #wuhanvirus #covid19 hoping to ruin pretrump times now adam schiffs case is going south fast #demswuhanvirus	UNINFORMATIVE
god bless national economic council director larry kudlowhis steadiness and optimism in the most turbulent times is reassuringand essential very glad to have him sidebyside with and all of the tirelessly dedicated coronavirus response team	UNINFORMATIVE
so grateful for national economic council director larry kudlowhis calm and positive outlook during these challenging times is both comforting and crucial appreciate him working handinhand with the coronavirus response team who are all working nonstop	UNINFORMATIVE
4 persons suspected to have #covid19 who had flown down from germanywere heading to surat were deboarded from garib rath train in palghar today they had home quarantine stamp on their hands still they were defying the protocol	INFORMATIVE
four individuals suspected of having #covid19 who had traveled from germany to surat were removed from the garib rath train in palghar today despite having home quarantine stamps on their hands they were found violating the protocol	INFORMATIVE
a virginia pastor who told his congregants god is larger than this dreaded virus died of the new coronavirus the day before easter his church said	INFORMATIVE
a virginia pastor who assured his congregation that god is greater than the coronavirus passed away from the virus the day before easter according to his church	INFORMATIVE
two palestinian who had returned from pakistan tested #coronavirus positive in gaza fear anxiety as besieged gaza confirms first 2 coronavirus cases	INFORMATIVE
two palestinians returning from pakistan test positive for #coronavirus in gaza sparking fear and anxiety as the blockaded territory confirms its first two cases	INFORMATIVE
gang murders police officer in bafoussam south africa imposes 21 days lockdown as coronavirus cases surpass 400 un secretary general calls for global ceasefire to focus on covid19 fight zimbabwe records first death by coronavirus	INFORMATIVE
a gang kills a police officer in bafoussam south africa enforces a 21day lockdown as coronavirus cases exceed 400 un secretarygeneral urges global ceasefire to combat covid19 zimbabwe reports its first coronavirus death	INFORMATIVE
coronavirus death man in milton keynes hospital believed to be the second fatality in the uk buc	INFORMATIVE
a man has died at a milton keynes hospital from coronavirus believed to be the uks second fatality from the virus	INFORMATIVE
stocks of gold held in #comex vaults in new york have jumped to 159 million ounces the most since at least 2002 comex #gold stocks surge as price premium sucks metal to #newyorkcity #metals #coronavirus	UNINFORMATIVE
gold reserves in #comex vaults in new york have risen to 159 million ounces the highest level since at least 2002 the surge in comex #gold stocks comes as price premiums draw more metal to #newyorkcity amid the #coronavirus pandemic	UNINFORMATIVE
hope to see other companies follow the great example set by in washington to help workers who may have to recover at home for extended periods from #covid19 esp employers like here in oregon that employ large groups who work in close contact #covidー19	UNINFORMATIVE
hoping more companies will follow washingtons lead in supporting workers who need to recover at home for a long time due to #covid19 especially employers in oregon where many people work closely together	UNINFORMATIVE
trump said the number of infected cases in the us would soon go from 15 to close to zero it is now 337310 not zero#coronavirus	INFORMATIVE
trump claimed that coronavirus cases in the us would drop from 15 to nearly zero but theyve risen to 337310 instead #coronavirus	INFORMATIVE
yeah same here the coronavirus is spreading like wildfire now in some states hundreds of people in china had died looks like sega and sonic team is going to come up with a better idea for the announcements	UNINFORMATIVE
yeah same situation herethe coronavirus is spreading rapidly now with some states seeing hundreds of cases and many deaths in china it seems like sega and sonic team might come up with a better plan for their announcements soon	UNINFORMATIVE
flash the index patient the italian man who was the first coronavirus patient in lagos has now tested negative and freed to go home thanks everyone for the care given to him by staff of the infectious disease hospital yaba and all members of eoc source	INFORMATIVE
the index patientthe italian man who was lagoss first coronavirus casehas now tested negative and been discharged hes thanking everyone for the care he received from the staff at yabas infectious disease hospital and all members of the eoc	INFORMATIVE
governor of georgia claims he just found out that the coronavirus can be spread by people showing no symptoms what the immoral minority #bullshit #bloodonkempshands #wrongfuldeath lawsuits are coming	UNINFORMATIVE
georgias governor says he only now learned that asymptomatic people can spread coronavirus seriously #bullshit #bloodonkempshands #wrongfuldeath here we go	UNINFORMATIVE
de villa suggests some of deaths attributed to covid19 last night by public health trying to be responsive to media requests might actually not have been confirmed to have been caused by the virus	UNINFORMATIVE
de villa indicates that some deaths reported as covid19related last night by public health in response to media inquiries may not have been officially confirmed as caused by the virus	UNINFORMATIVE
david the first two stories at 1230 were about the ongoing ppe shortages in hospitals in england and the death of a british transport police officer from covid19 hardly ignoring whats going on here	UNINFORMATIVE
david the first two stories at 1230 were about continuing ppe shortages in english hospitals and the death of a british transport police officer from covid19hardly ignoring whats happening here	UNINFORMATIVE
the first case of the #coronavirus is from cameroon doiala i think accurate measures have not been put in place in to monitor douala	INFORMATIVE
the first #coronavirus case in cameroon is from douala i think proper measures havent been set up yet to monitor the situation there	INFORMATIVE
just in an el paso county man in his 70s is colorados sixth known death related to covid19 as the number of positive cases jumped to 475 in colorado saturday	INFORMATIVE
a man in his 70s from el paso county has become colorados sixth confirmed covid19related death as the states positive cases rose to 475 on saturday	INFORMATIVE
open border is over it will never recover after this covid19 nationalism will accelerate around the world even in europe borders will be respected again nations will put their own people first profamily policies will be put into place over proimmigration policies	UNINFORMATIVE
the era of open borders is ending and wont return after covid19 nationalism will rise globally even in europe where borders will once again be honored countries will prioritize their own citizens and implement profamily policies over proimmigration ones	UNINFORMATIVE
all that trumps rw senate puppets kept trump in office so he could be responsible for the coronavirus adding 1000s more unnecessary deaths this new year	UNINFORMATIVE
the republicans in the senate who supported trump kept him in power allowing him to continue handling the coronavirus crisis which led to thousands more preventable deaths as the new year began	UNINFORMATIVE
phs total #covid19 cases reach 4195 on good friday heres a rundown of the biggest stories on the pandemic here and abroad april 10 2020 thread	INFORMATIVE
on good friday the total number of #covid19 cases in the philippines hits 4195 heres a summary of the biggest pandemicrelated news from around the country and globally on april 10 2020	INFORMATIVE
5 cases of covid19 in montgomery county and my entire work campus of 10k people is about to close down to essential employees only i love it here this is great send me tf home now pls	INFORMATIVE
there are 5 covid19 cases in montgomery county and my whole work campus with 10k employees is shutting down to only essential staffi love it here this is awesome please send me home already	INFORMATIVE
man city have confirmed that pep guardiolas mum dolors has died after contracting coronavirus thoughts with the guardiola at this very tough time	INFORMATIVE
manchester city has confirmed that pep guardiolas mother dolors passed away after contracting coronavirus sending thoughts and condolences to the guardiola family during this difficult time	INFORMATIVE
my daughter is an rn at the barbara mcinnis house she just tested positive for covid19 what are you doing to protect our healthcare workers i will be badgering you daily until you do something	INFORMATIVE
my daughter is an rn at barbara mcinnis house and just tested positive for covid19 what are you doing to protect healthcare workers ill be reaching out every day until action is taken	INFORMATIVE
connecticut kentucky and oklahoma have confirmed their first covid19 cases pence sought to assuage concerns about the availability of coronavirus testing fri saying that all public health laboratories now have the tests	INFORMATIVE
connecticut kentucky and oklahoma have reported their first confirmed cases of covid19 pence aimed to ease worries about coronavirus testing availability on friday stating that all public health labs now have access to the tests	INFORMATIVE
nba player dui case 2 new coronavirus cases la marathon blooming popup bar black lives matter resignation today around la	INFORMATIVE
nba player dui incident 2 new coronavirus cases la marathon blooming popup bar black lives matter resignation today around la	INFORMATIVE
almost a quarter of all the #coronavirus cases are here in the usa with 10 of all the global deaths	UNINFORMATIVE
nearly 25 of all #coronavirus cases are in the usa accounting for 10 of global deaths	UNINFORMATIVE
alberta canada signs 95 million contract with spartan bioscience inc for handheld covid19 test that confirms test results in less than an hour	UNINFORMATIVE
alberta canada awards 95 million contract to spartan bioscience inc for rapid handheld covid19 testing device that delivers results in under an hour	UNINFORMATIVE
#sagarmediainc the number of patients at the makeshift hospital in the wuchang district of #wuhan decreases as many are transferred discharged by sunday afternoon the hospital has admitted total of 1124 patients116 of them are currently being treated #coronavirus #covid19	INFORMATIVE
as of sunday afternoon the number of patients at the temporary hospital in wuhans wuchang district has declined with many being transferred or discharged the facility has treated a total of 1124 patients so far and 116 remain under care #sagarmediainc #coronavirus #covid19	INFORMATIVE
gov walz to hold news conference on first confirmed coronavirus case in minnesota at 4 pm	INFORMATIVE
gov walz will host a press briefing today at 4 pm regarding minnesotas first confirmed coronavirus case	INFORMATIVE
ive been chatting with elizabeth all week it looks like her covid19 symptoms peaked wednesday when she was hospitalized for shortness of breath her test negative but she has it she says she has the new coronavirus via	INFORMATIVE
ive been talking to elizabeth all week and it seems like her covid19 symptoms hit their peak on wednesday when she was hospitalized for difficulty breathing her test came back negative but shes sure she has itshe says shes contracted the new coronavirus	INFORMATIVE
just an fyi there have been zero cases of #covid19 in washington state from mexico or canada is doing real time tracking of the spread using genome #opendata and is now influencing travel history where available	INFORMATIVE
just a headsupthere have been no reported cases of #covid19 in washington state linked to mexico or canada the state is using realtime genome tracking and #opendata to monitor the spread which is now helping inform travel history when possible	INFORMATIVE
hi from sydney were just coming out of summer sunny days this week and max temps of about 2530 c 7786 f covid cases doubling about every 35 days at the moment i dont think summers got your back in this one	UNINFORMATIVE
gday from sydney were wrapping up summer with sunny skies this week and highs around 2530c 7786f unfortunately covid cases are doubling every 35 days right now i guess summer isnt going to save us this time	UNINFORMATIVE
statement from says 30 of #covid19 cases in s korea have had loss of smell anosmia but i havent seen this data if its been published	UNINFORMATIVE
a statement mentions that 30 of #covid19 cases in s korea have reported loss of smell anosmia but i havent come across this data if its been officially released	UNINFORMATIVE
breaking a sixth recorded death in a covid19 patient in the country has been confirmed by the department of health the patient had been afflicted with acute respiratory distress syndrome due to severe pneumonia as well as acute kidney injury via	INFORMATIVE
the department of health has confirmed the countrys sixth recorded death due to covid19 the patient suffered from acute respiratory distress syndrome caused by severe pneumonia and also had acute kidney injury	INFORMATIVE
cdfa developed the covid19 resource center to serve as a central hub of everything the development finance world is doing to mitigate the impacts of #covid19 cdfas weekly development finance covid19 briefings highlight these recovery efforts	UNINFORMATIVE
cdfa created the covid19 resource center as a onestop hub for all initiatives in the development finance sector aimed at reducing the impact of #covid19 the weekly development finance covid19 briefings from cdfa showcase these ongoing recovery efforts	UNINFORMATIVE
#coronavirusupdates the worldwide death toll from the novel coronavirus pandemic rose to 114539 on monday according to a tally compiled by afp from official sources #covid2019 #coronaviruspandemic	INFORMATIVE
the global death count from the coronavirus pandemic reached 114539 as of monday based on an afp tally from official reports #coronavirusupdates #covid2019 #coronaviruspandemic	INFORMATIVE
my biggest concern is that london on will be hit with more cases of covid 19 and its going to cripple the healthcare system the emerg rooms at uh and vic are already so overwhelmed ontario healthcare is a delicate balance it cant withstand an epidemic	UNINFORMATIVE
my biggest worry is that london will face a surge in covid19 cases which could overwhelm the healthcare system the ers at uh and vic are already stretched thin ontarios healthcare system is delicately balanced and cant handle an epidemic	UNINFORMATIVE
#arizona #covid19 cases jumped significantly something health officials expected as testing becomes more available via confirmed 63 tested in state lab 343 ruled out by state lab 211 pending also via stab lab 101 deaths 0	INFORMATIVE
#arizona #covid19 cases have risen sharply as health officials anticipated with increased testing availability confirmed cases 63 tested at the state lab 343 ruled out and 211 still pending also reported 101 deaths 0 recoveries	INFORMATIVE
thats it im gonna stay in my house forever today they confirmed coronavirus in colombia and costa rica my east and west countries frontiers #covidー19	UNINFORMATIVE
thats it im staying home forever todaynow that theyve confirmed coronavirus cases in colombia and costa rica my eastern and western neighboring countries #covidー19	UNINFORMATIVE
fully agree global solidarity for a just approach to recovery from#covid_19 is vital for poorest countries see details of letter sent to #g20 leaders yesterday by dozens of former heads of state govt	UNINFORMATIVE
completely agree that global solidarity and a fair recovery plan from #covid_19 is essential for the worlds poorest nations check out the letter sent yesterday to #g20 leaders by numerous former heads of state and government	UNINFORMATIVE
the treatment has a 01 mortality rate compare that with 5 mortality rate on confirmed tested globally whats criminal is not for the trumpheads giving this hope but that its not yet being prescribed everywhere to every covid19 patient by now already	UNINFORMATIVE
